name,latitude,longitude,type,tel,cel,email,address
Sokhulu Clinic,-28.553517,32.314385,Clinic,355308107,820995868,,Sokhulu Area 1031a
Somkhele Clinic,-28.33076,32.10105,Clinic,355507913,836737272,,
Songonzima Clinic,-29.69794,30.12528,Clinic,339970197,783144670,,Cnr Sevontein And Buoner Road
Southport Clinic,-30.67819,30.50544,Clinic,0396813257/3372,,verasmith@lcm.gov.za,"Lot 12,Porter Road"
Sovane Clinic,-27.65295,31.79266,Clinic,355958011,827576696,,Sovane Area
St Aidans Hospital,-29.850741,31.010982,Regional Hospital,031 3142200,834571212,reshma.badal@kznhealth.gov.za,33 M.L. Sultan Rd
St Andrew's Hospital,-30.57556,29.88928,District Hospital,394331955,726108955,thandazile.ntleko@kznhealth.gov.za,14 Moodie Street
St Andrew's Gateway Clinic,-30.575155,28.04807,Clinic,833780595,833780595,,Moodie Street
St Apollinaris Gateway Clinic,-30.017389,29.727421,Clinic,398338000,765088820,,Centocon
St Apollinaris Hospital,-30.017389,29.727421,District Hospital,39833500,793331410,vasile.khumalo@kznhealth.gov.za,Centocon Mission Creighton
St Faith's Clinic,-30.52961,30.20199,Clinic,398357672,721859938,,St Faith's Road
St Francis Gateway Clinic,-28.22367,31.47712,Clinic,358730203,,,Close Mahlabathini Police Station
St Francis Hospital,-28.22467,31.47673,District Hospital,358730203,724503358,phumzile.msane@kznhealth.gov.za,Mashona Road
St Margaret's TB Hospital,-30.26925,29.93272,Specialised TB Hospital,710466360,710466360,,P/Bag X517
St Margaret's Clinic,-30.294234,29.939128,Clinic,,835184389,,Clydesdale Residential Area
Stafford Clinic,-27.768868,30.080899,Clinic,034 3745800,847717473,,P 1843 Section7
Stanger Hospital,-29.335753,31.285581,Regional Hospital,324376000,825847469,thamela.ngcobo@kznhealth.gov.za,Corner Of Patterson And King Shaka Street
Starwood Clinic,-29.703323,31.006368,Clinic,031 5079325,0767568277/0791334880,starwood.admin@kznhealth.gov.za,66/70 Pandora Str
Steadville Clinic,-28.56131,29.81747,Clinic,366376832,,,"Goven Mbeki Street,"
Stedham Clinic,-28.0628,31.30274,Clinic,358739000,847337491,,Stedham
Stonebridge Clinic,-29.723963,31.017907,Clinic,031 5391552,83246774,chettyme@dbn.gov.za,40 Tower Rd
Stott Road Clinic,-29.60682,30.33705,Clinic,333441665,834540610,,144 Zwarkop Road
Sukumani Clinic,-27.780449,30.096295,Clinic,034 3667389,722128131,,Rosary
Sundumbili CHC,-29.13652,31.400921,Community Health Clinic,324547500,834571193,nonenu.shabane@kznhealth.gov.za,A682 Msomuhle Road
Swart Mfolozi Clinic,-27.93459,31.210172,Clinic,034 952 1407,082 761 9414,,186 Cnr Boerea And Van Riebeeck Street
Sydenham Heights Clinic,-29.827214,30.981558,Clinic,312098663,723437714,masukut@durban.gov.za,13 Ripon Road
Taylors Halt Clinic,-29.682034,30.191312,Clinic,335050043,82916677,taylorshalt1@kznhealth.gov.za,Edendale Rd
Thafamasi Clinic,-29.535507,30.856175,Clinic,325320050,827465091,,
Thalaneni Clinic,-28.553786,31.045354,Clinic,358337002,724656733,,
Thandanani Clinic (Dannhauser),-28.029623,30.060128,Clinic,034 621 2666,844984874,,Mafusini Location
Thembalesizwe Clinic,-30.86096,30.15106,Clinic,393139419,786844141,,Port Edward Road
Thembalihle Clinic,-27.92863,30.2477,Clinic,034 3669318,82353737,,
Thembumusa Clinic,-27.98956,30.72538,Clinic,349331011,834778856,,A 334 Mgozi Street
Thengane Clinic,-27.01977,32.69127,Clinic,,079 317 3429/ 083 589 8782,,
Thokozani Clinic,-28.86794,31.910061,Clinic,357960109,,,Thokozani Ld
Tholusizo Clinic,-28.736713,29.838567,Clinic,036 4222315,,,159 Nelson Mandela Str
Thonjeni Clinic,-30.64673,30.12131,Clinic,394330320,732390167,,Thonjeni Rural
Thulasizwe Hospital,-27.952137,31.367512,Specialised TB Hospital,358326000,743345228,present.mtshali@kznhealth.gov.za,King Dinuzulu Highway
Tobolsk Clinic,-27.30378,31.22592,Clinic,344132080,834979531,,Khuphulunyawo
Tongaat CHC,-29.568754,31.116977,Community Health Clinic,032 9445054,766315795,sthembele.vikilahle@kznhealth.gov.za,7 Nxumalo Lane Tongaat
Townhill Hospital (Psychiatric),-29.58822,30.37065,Specialised Psychiatric Hospital,333415505,824666330,,Hyslop Road
Trenance Park Clinic,-29.653803,31.004367,Clinic,325357115,845558408,russoola@durban.gov.za,14cottonwood Drive
Tsatsi Memorial Clinic,-29.64956,29.6722,Clinic,398328055,784503323,,Old Main Road
Tshelimnyama Clinic,-29.84314,30.808952,Clinic,317000641,718534290,ndlovufp@durban.gov.za,Tshelimnyama Corner Ndoje Clinic
Ukuthula Clinic,-29.071788,30.606097,Clinic,033 4139160,,,651 Mthombeni Rd
Ulundi A Clinic,-28.33395,31.41422,Clinic,358791544,87606958,,Umfolozi Street
Umbumbulu Clinic,-29.981191,30.699194,Clinic,319150174,795879964,,Of Main Road 603
Umgeni Waterfall Institute Hospital,-29.500816,30.232358,Specialised Psychiatric Hospital,333306146,,,"Old Main Road,"
Umkhontokayise Clinic,-28.916093,31.828246,Clinic,,763368561,,Port Dunford
Umkomaas Clinic,-30.205621,30.797583,Clinic,313115437,,,41 Barrow Street
Umlazi AA Clinic,-29.977585,30.867012,Clinic,319090633,,made.l@durban.gov.za,Aa290 Ngcede Avenue
Umlazi D Clinic,-29.96903,30.904852,Clinic,319074777,,,Corner Of Asijiki And Siyavota
Umlazi G Clinic,-29.952497,30.884915,Clinic,319076298,,,Dorothy Nyembe
Umlazi K Clinic,-29.964309,30.850586,Clinic,319085942,836207345,,K1326 Mgaga Road
Umlazi N Clinic,-29.959543,30.87269,Clinic,319066073,,choncono@dbn.gov.za,N253 Maponya Road
Umlazi U21 Clinic,-29.989553,30.891967,Clinic,319091017,724144315,,Moris Gumede Drive
Umlazi V Clinic,-29.960173,30.930411,Clinic,319072610,,,V 1054
Umnini Clinic,-30.12931,30.823766,Clinic,314769202,826693842,,
Umphumulo Hospital,-29.141566,31.041884,District Hospital,324814101,787823074,leanard.vundla@kznhealth.gov.za,R74 Grey Town Road
Umtentweni Clinic,-30.71964,30.47349,Clinic,396950030,826626222,,Lot 281 Ambleside Road
Umzimkhulu Clinic,-30.260717,29.930041,Clinic,,843839941,,Umzimkhulu Hospital Clinic
Umzimkhulu Hospital,-30.260717,29.930041,Specialised Psychiatric Hospital,039 259 0310,078 589 8733,lindiwe.zuma@kznhealth.gov.za,
Umzinto Clinic,-30.30439,30.66762,Clinic,,,,
Umzinto North Clinic,-30.30441,30.66793,Clinic,399742094,839262016,,Main Road
Umzomuhle (Umlazi H) Clinic,-29.950912,30.86832,Clinic,319081115,,,H1432 Umlazi T/Shop
Underberg Clinic,-29.7954,29.49901,Clinic,337011086,825572544,mernyl.james@kznhealth.co.za,"114 Underberg, Main Road Underberg"
Untunjambili Hospital,-28.945181,30.948095,District Hospital,334440818,,,Kranskop Main Road
Usuthu Clinic,-27.96356,31.49389,Clinic,,829533122,,Usuthu Area
Verdriet Clinic,-27.991332,30.146356,Clinic,,825930875,,Ngwenya Stand Ward3
Verulam Clinic,-29.645994,31.0471,Clinic,313221722,837839621,,"8 Wick Street,Verulam"
Vryheid Gateway Clinic,-27.7585,30.79666,Clinic,349822111,720577206,,Coswalt Brown Street
Vryheid Hospital,-27.75871,30.796942,District Hospital,034 982 2111,082 676 1032,sibongile.nkonyane@kzn.gov.za,Coswold Brown
Vumanhlamvu Clinic,-28.685324,31.116382,Clinic,35833709,727672628,,Vumanhlamvu Mission
Walton Clinic,-28.55752,29.77847,Clinic,366372194,,,"20 Walton Street,"
Wasbank Clinic,-28.31371,30.09895,Clinic,034 6511139,,,Rademeyer Rd Wasbank
Waterfall Clinic,-29.749316,30.818257,Clinic,317621510,832433533,waterfallclinic@durban.gov.za,Link Road
Watersmeet Clinic,-28.396294,29.734626,Clinic,366312749,,,Watersmeet
Wela Clinic,-28.2261,31.56834,Clinic,358739052,786819485,,Lomo
Welbedacht Clinic,-29.925196,30.859922,Clinic,314063796,832791191,,"Medical Resource Centre,Sarvadarma Avenue"
Wembezi Clinic,-29.05206,29.78524,Clinic,363532396,,,"Barney Dladla Road,"
Wentworth Hospital,-29.92789,30.993783,District Hospital,031 4605000,832964051,suriya.kader@kznhealth.gov.za,1 Boston Rd
Westville Clinic,-29.83398,30.911947,Clinic,313116697,825103543,westvilleclinic@durban.gov.za,47 Norfolk Terrance
Weza Clinic,-30.59111,29.74543,Clinic,395530272,833722894,,Weza Road
Willowfountain Clinic,-29.704106,30.326965,Clinic,333219356,845326545,lorraine.chetty@msunduzi.gov.za,Willowfountain Road
Woodlands Clinic,-29.579886,30.392658,Clinic,333876667,838922252,lorraine.chetty@msunduzi.gov.za,5spruce Rd
Wosiyane Clinic,-29.555043,30.782637,Clinic,325320048,829685074,,Wosyane
Wyebank Clinic,-29.77072,30.876689,Clinic,031 7110989,718534370,wyebank@durban.gov.za,181 Wyebank Rd
Xhamini Clinic,-30.74335,29.90819,Clinic,394330400,394330400,,P.B. X 1010
Xulu Clinic,-28.648761,30.941558,Clinic,358346002,820615509,,Mvutshini Res
Zama Zama Clinic,-27.12576,32.28077,Clinic,035 591-0490,,,
Zilulwane Clinic,-28.33705,31.60549,Clinic,358799010,737127775,,Zilulwane Clinic
Zwelibomvu Clinic,-29.885579,30.70911,Clinic,317031697,834224002,,M042019 Zwelinjani Road
Zwelisha Clinic,-29.059236,29.736734,Clinic,363539333,,,Zwelisha Area
A Mamabolo Clinic,-23.879333,29.820583,Clinic,152674835,,,Mongwaneng
Abbotspoort Clinic,-23.454984,28.094192,Clinic,,,,Abbotspoort Village
Alldays Clinic,-22.68309,29.10583,Clinic,155751527,765720062,,
Alma Clinic,-24.48883,28.07,Clinic,,716059665,,Alma
Ambergate Clinic,-23.51674,28.93679,Clinic,015 228 0902/3,082 5177 585,,
Armoed Clinic,-23.95502,28.98525,Clinic,,828440683,,
Bakenberg Clinic,-23.864862,28.755931,Clinic,154230038,731802492,,Main Str Metebeleng
Basani Clinic,-23.369387,30.519226,Clinic,,718831186,,
Bavaria Clinic,-23.52411,28.83294,Clinic,015 483 3900/0,072 252 5368,,
Beaconsfield Clinic,-22.921626,30.118812,Clinic,159736835,769179965,,Mauluma Next To Tshime Sec School
Bela-Bela Clinic,-24.88501,28.31111,Clinic,147377483,734918505,,"Or Tambo Drive, Leseding"
Bellevue Clinic,-23.41218,30.420756,Clinic,153106006,824071480,,
Benfarm Clinic,-23.916257,31.037182,Clinic,157696095,738045289,,
Bismarck Clinic,-24.204862,30.502046,Clinic,153839921,721933378,,
Block 14 Clinic,-23.988778,29.785778,Clinic,152660234,727088106,,
Blouberg CHC,-23.142338,29.007753,Community Health Clinic,155010505,,,
Bochabelo Clinic,-23.430491,30.51281,Clinic,153106010,735043296,,No Str Add
Bokwalakwala Clinic,-24.147287,28.95101,Clinic,,824085059,,Maroteng
Bolobedu Clinic,-23.623606,30.346306,Clinic,153110072,,,
Boschkloof Clinic,-24.803867,30.093535,Clinic,132609900,839618011,,Ga Mampuru Next To Moshate
Boschplaats Clinic,-24.458639,29.551583,Clinic,,714428785,,
Botlokwa Gateway Clinic,-23.49267,29.742715,Clinic,015 527 8037/63,,,
Botlokwa Hospital,-23.49267,29.742715,District Hospital,015 527 8061,082 397 0122,elsie.morokolo@dhsd.limpopo.gov.zsa,
Buffelshoek Clinic (Blouberg),-23.149402,28.924309,Clinic,155059009,728730640,,"Buffelshoek Kliniek, My Darling Road, Malebogo"
Buitestraat Clinic,-23.90203,29.44171,Clinic,0152976852/0152975403,0795044584/0833292942,,Buite Street
Bungeni CHC,-23.202958,30.197559,Community Health Clinic,158730065,0824166004/0849278227,,Buneni Mabondlongo
Burgerecht Clinic,-22.987281,28.95354,Clinic,05 59 9904,833345283,,
Burgersfort CHC,-24.665504,30.322735,Community Health Clinic,132317843,791894674,,
Byldrift Clinic,-24.5457,29.50373,Clinic,156620135,718619923,unknown,Unknown
Calais Clinic,-24.13552,30.33522,Clinic,,833954723,,
Carlotta Clinic,-23.59837,30.19,Clinic,,722256056,,
Chalema Clinic,-23.764964,28.747219,Clinic,,835877560,,Main Str Matebeleng
Charlie Rangaan Clinic,-23.477201,30.552182,Clinic,153106000,,,
Chromite Clinic,-24.78526,27.28994,Clinic,,071-861-9846,,"1 Sikwanest, Chromite"
Chuene Clinic,-24.19153,29.48562,Clinic,156510000,729009851,,
Damani Clinic,-22.835295,30.512069,Clinic,,0722572749/0829907123,,
Dan Village Clinic,-23.5414,30.1617,Clinic,,,,
Davhana Clinic,-23.209845,30.456778,Clinic,15961473,760676381,,Davhana Main Road
De Hoop Clinic,-23.187468,30.276443,Clinic,,731307468,,De Hoop Main Street
De Vrede Clinic,-22.91736,29.02086,Clinic,0155059027/28,825700604,,"R521, Schirmanioog Road"
Dendron Clinic,-23.36725,29.3275,Clinic,155010059,,,181 President Street
Diana Clinic,-23.86978,29.06661,Clinic,152249902,,,
Dichoeung Clinic,-24.752302,29.887812,Clinic,132667114,823904770,,
Dikgalaopeng Clinic,-24.985494,29.457291,Clinic,132678100,726095514,,
Dikgale Clinic,-23.750333,29.773139,Clinic,152674833,,,
Dilokong Gateway Clinic,-24.614375,30.170742,Clinic,132147138,823724626,,
Dilokong Hospital,-24.614375,30.170742,District Hospital,013 214 7265,083 443 5332,mathiba.mushishi@dhsd.limpopo.gov.za,"Corner And Modikwa Road Gowe, Driekop"
Dithabaneng Clinic,-24.370444,29.577611,Clinic,156341910,733040634,,Unknown
Donald Fraser Hospital,-22.886534,30.479041,District Hospital,159631778,828197937,nnditsheni.mathule@dhsd.limpopo.gov.za,Vhufuli
Dr CN Phatudi Hospital,-24.027411,30.28052,District Hospital,153558000,,moorane.mabitsela@dhsd.limpopo.gov.za,Makhubiding Village
Dr Hugo Nkabinde Clinic,-23.668715,30.426295,Clinic,0153127900/1,725393009,,
Dr Machupe Mphahlele CHC,-24.310972,29.337278,Community Health Clinic,,763594882,,Unknown
Duiwelskloof CHC,-23.688903,30.1349,Community Health Clinic,153099241,,,Hospital Street
Duiwelskloof Gateway Clinic,-23.688903,30.1349,Clinic,153099074,,,Charles And Maberly
Duvhuledza Clinic,-22.75654,30.78772,Clinic,,0827981779/0843009778,,
Dwaalboom Clinic,-24.722543,26.808974,Clinic,,084-867-0126,,Dwaalboom Clinic
Dzingahe Clinic,-22.909498,30.522391,Clinic,,833720605,,Dzingale Village
Dzumeri CHC,-23.577,30.708,Clinic,,718619885,,1122 Dzumeri Vill
Dzwerani Clinic,-23.05638,30.423079,Clinic,,764884800,,Dzwarani Village
Eensaam Clinic,-24.95333,29.886,Clinic,,716604337,,
Eerstegeluk Clinic,-24.73189,30.13331,Clinic,132370018,769367649,,
Eisleben Clinic,-23.51861,29.8415,Clinic,155267903,837502032,,Ga-Mmasa 526
Elandsdoorn Clinic,-25.28496,29.21345,Clinic,,718619824,,
Elandskraal Clinic,-24.714006,29.412109,Clinic,013-268-0457,072-035-5810,,667 Elandskraal
Elim Hospital,-23.154608,30.055622,District Hospital,155563201,,,Giyani Road Waterval
Ellisras Clinic,-23.667839,27.745816,Clinic,147632627,768257409,,C/O Fox Odendaal & Muller Street
Guyuni Clinic,-22.727805,30.47608,Clinic,,829907135,,
Ellisras Hospital,-23.678034,27.701297,District Hospital,014-763-2227,,,Corner Of Chris Hannie And Ngoako Ramatlhodi
Evelyn Lekganyane Clinic,-23.94575,29.798528,Clinic,158660095,,,
Evuxakeni Hospital,-23.318573,30.729876,Specialised Psychiatric Hospital,158121138,826600602,beauty.maluleke@dhsd.limpopo.gov.za,Site 2177 Section A
FH Odendaal (Nylstroom) Hospital,-24.692743,28.415805,District Hospital,0147175257/8,827108811,andriaan.lourense@dhsd.limpopo.gov.za,Alf Nakaleng
FH Odendaal MDR Hospital,-24.708943,28.392963,Specialised TB Hospital,147172325,820616949,,54 Thabo Mbeki Drive
Folovhodwe Clinic,-22.588436,30.427727,Clinic,,718619829,,
Fondwe Clinic,-22.917496,30.259019,Clinic,159738089,764709151,,Madala Villlage Opposite Phoniphi High School
Frisgewaght Clinic,-25.02083,29.66878,Clinic,132631900,720625064,,
George Masebe Gateway Clinic,-23.875615,28.693596,Clinic,154236067,824032406,,
George Masebe Hospital,-23.875615,28.693596,District Hospital,154236000,823161132,lentneng.lesabone@dhsd.limpopo,No. 2 Geyser St
Gideon Clinic,-22.901019,28.67753,Clinic,015 592 9916/17,076 120 8369,,House No 1100 Madodonga
Giyani CHC,-23.312957,30.723224,Community Health Clinic,158120341,,,Next To Giyani Police Barracks
Goedentrou Clinic,-23.40075,28.91244,Clinic,155059005,790908265,,Matekereng
Goedgedach Clinic,-25.06067,29.71783,Clinic,,,,
Goedgevonden Clinic,-23.64744,28.93106,Clinic,154269902,712985037,,Box 443
Gondeni Clinic,-22.914776,30.436968,Clinic,,725073425,,
Groblersdal Clinic,-25.1688,29.40087,Clinic,132622542,827175412,,6a Tautes Street
Groblersdal Hospital,-25.176187,29.403939,District Hospital,132623024,,,Voortrekker Road
Grootdraai Clinic,-23.117549,28.707927,Clinic,,824321699,,
Ha-mutsha Clinic,-23.064321,30.349525,Clinic,155833600,730543898,,Ha Mutsha Marundu
Hayani Hospital,-22.941292,30.485537,Specialised Psychiatric Hospital,159631208,,,Sibasa Mutale Road
HC Boshoff Gateway Clinic,-24.59593,30.0814,Community Health Clinic,132149911,713896746,,
Helderwater Clinic,-23.28194,30.29619,Clinic,158730262,847905392,,Ribungwani Main Gravel Road
Helene Franz Gateway Clinic,-23.28185,29.10823,Clinic,155050750,,,
Helene Franz Hospital,-23.28381,29.11313,District Hospital,015 5050 750,082 6894 229,,
Hlaneki Clinic,-23.31558,30.40604,Clinic,158110056,176434763,,
Hlogotlou Clinic,-25.028924,29.733556,Clinic,,716059957,,669 Monsterlus
Hoedspruit Clinic,-24.355627,30.951246,Clinic,157932342,828742134,,Impala Street
Humulani Clinic,-23.87525,31.060168,Clinic,1576967999,828150738,,
Ikageng Clinic,-24.57066,29.873476,Clinic,156228902,827190042,,Radinawana
Indermark Clinic,-23.079771,29.110379,Clinic,155937900,834818720,,"Sehirmanoeg Road, R522"
J Mamabolo Clinic,-23.879667,29.820403,Clinic,152672904,,,
Jakkalskuil Clinic,-23.83317,28.60781,Clinic,154240904,722398518,,Stand No 20002 Jakkalskuil Village
Jamela Clinic,-23.57629,30.22164,Clinic,153451437,824855129,kmawila@mweb.co.za,Mafarana Village
Jane Furse Gateway Clinic,-24.756818,29.854789,Clinic,,826964128,,
Jane Furse Hospital,-24.756818,29.854789,District Hospital,013 265 9400,,,
Julesburg CHC,-24.06953,30.32853,Community Health Clinic,noe,,,
Keerom Clinic,-24.964793,29.003091,Clinic,,718619826,,
Kgapane Clinic,-23.64075,30.21775,Clinic,153287100,,,Taxi Rank Str
Kgapane Hospital,-23.648131,30.218142,District Hospital,153287875,827494555,pharias.magamane@dhsd.limpopo.gov.za,Main Road Next To Modjadji Plaza
Khakhala-Hlomela Clinic,-23.27503,30.84423,Clinic,158115903,735540413,,
Khakhu Clinic,-22.836291,30.247268,Clinic,,718619830,,
Kheyi Clinic,-23.579488,30.873804,Clinic,718609890,726485144,,
Khomela Clinic,-22.70679,30.261318,Clinic,,822627295,,Khomele Next To Makhishini Resturant
Khujwana Clinic,-23.93017,30.2395,Clinic,,829907134,,
Kibi Clinic,-22.83644,28.84697,Clinic,155920002,781754299,,Ramotsho Village
Maraba Clinic,-23.786389,29.172167,Clinic,152953759,,,
Klipspruit Clinic,-25.008715,29.740741,Clinic,132631177,723413383,,Rst9
Krantzplaas Clinic,-23.48622,28.91639,Clinic,015 228 0905,,,Mosehleng Village
Kremetart Clinic,-23.31128,30.69169,Clinic,,718619892,,
Kromdraai Clinic,-24.95978,27.87869,Clinic,147350996,,,
Kromhoek Clinic,-22.93269,29.02653,Clinic,155059014,786781501,,Schirmanoog R521
Kulani Clinic,-23.09114,30.03227,Clinic,155563201,722298062,,Inside Elim Hospiatl
Kuruleni Clinic,-23.155641,30.358443,Clinic,155830183,827287572,,Kuruleni Main Street
Kutama Clinic,-23.064965,29.63562,Clinic,155715276,846036011,,Kutama Madombidzha Tar Road Next Tshiungulela Secondary
Kwarrielaagte Clinic,-25.31952,29.2619,Community Health Clinic,,716060129,,
Laastehoop Clinic,-23.984667,29.645417,Clinic,,718619918,,
Lambani Clinic,-22.721439,30.83228,Clinic,,716060272,,Lambani Clinic
Lebaka Clinic,-23.463192,30.36741,Clinic,153106012,826790572,,
Lebowakgomo Clinic,-24.308333,29.556667,Clinic,156325166,713018836,,
Lebowakgomo Gateway Clinic,-24.295667,29.52875,Clinic,156326900,,,Zone A
Lebowakgomo Hospital,-24.295667,29.52875,District Hospital,156326900,837734383,fredy.masipa@dhsd.limpopo.gov.za,
Ledwaba Clinic,-24.272889,29.421667,Clinic,156334293,,,
Lekhureng Clinic,-23.57325,28.92033,Clinic,154833904,764050969,,010122 Kalafong Street
Lenyenye Clinic,-23.97418,30.268214,Clinic,153553107,767804195,,Lenyenye Clinic Street
Lephalale Clinic,-23.68182,27.72298,Clinic,147634846,,,59 Ellisstreet
Lephepane Clinic,-23.986542,30.194432,Clinic,,829907133,,
Lesfontein Clinic,-23.14932,28.78547,Clinic,15592992,823941621,,Sekhune Village
Letaba Hospital,-23.873658,30.269973,Regional Hospital,153038200,828819309,joemuhla@wed.co.za,Ludeburg Tarental Road
Letsitele Clinic,-23.890017,30.386193,Clinic,153451659,,,Vorster Str
Levubu Clinic,-23.087825,30.293671,Clinic,155830637,,,Main Steer Levubu
Lonsdale Clinic,-23.61286,29.15572,Clinic,152210007,725013757,,Lonsdale Village
Lorraine Clinic,-24.191362,30.423154,Clinic,153839923,,,
Louis Trichardt Clinic,-23.0373,29.90747,Clinic,155160266,796979282,,
Louis Trichardt Hospital,-23.029091,29.906158,District Hospital,155161170,832777055,connieraulinga@dhs.limpopo.gov.za,Hospital Street
Lulekani CHC,-23.864548,31.07713,Community Health Clinic,157830113,824707825,,Clinic Str
Lwamondo Clinic,-23.01423,30.36252,Clinic,,788854915,,
Maake Clinic,-24.03469,30.23681,Clinic,153557900,835914570,,
Mabins Clinic,-24.376749,30.542912,Clinic,153839935,72104909,,
Madala Clinic,-22.8317,30.272881,Clinic,,799518452,,
Madibong Clinic,-24.734598,29.882442,Clinic,,829907063,,
Madimbo Clinic,-22.451887,30.562704,Clinic,,716059979,,
Madombidzha Clinic,-23.114907,29.819636,Clinic,155165517,832934683,,Coner Tshkwavhukiku And Braambos Road
Madumane Clinic,-23.62928,30.399637,Clinic,153117005,834739156,,
Mafefe Clinic,-24.195278,30.099528,Clinic,156199168,,,
Magalies Clinic,-24.561873,29.642551,Clinic,156331904,828345222,,220a Moaroge Street
Magukubjane Clinic,-24.997465,29.812335,Clinic,,716060244,,
